dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
40-54,246.577,alive,airbag,none,0,f,25,1999,1997,deploy,driver,1,3,48:21:01
25-39,246.577,alive,none,none,1,f,25,1999,1984,unavail,pass,0,3,48:21:02
24-Oct,194.176,alive,none,none,1,f,25,1999,1988,unavail,driver,0,0,48:25:03
25-39,761.168,alive,airbag,none,0,f,25,1999,1994,nodeploy,driver,0,3,48:26:02
25-39,761.168,alive,airbag,none,1,f,25,1999,1994,deploy,driver,1,3,48:27:01
25-39,195.93,alive,airbag,none,1,m,25,1999,1996,deploy,driver,1,0,48:38:01
24-Oct,288.836,alive,none,none,1,m,25,1999,1996,unavail,driver,0,3,48:50:02
25-39,912.472,alive,none,belted,1,f,25,1999,1989,unavail,driver,0,3,48:79:2
24-Oct,539.954,alive,airbag,belted,0,f,25,1999,1991,nodeploy,pass,0,0,48:103:1
25-39,0,alive,airbag,belted,1,m,25,1999,1998,deploy,driver,1,3,48:802:2
24-Oct,246.104,alive,airbag,belted,1,f,25,1999,1993,nodeploy,driver,0,0,49:50:02
40-54,10.216,alive,none,none,1,m,25,1999,1992,unavail,driver,0,3,49:103:2
40-54,11.738,alive,none,belted,1,f,25,1999,1986,unavail,driver,0,3,49:124:1
25-39,337.617,alive,airbag,none,0,m,25,1999,1996,nodeploy,driver,0,0,49:148:2
25-39,337.617,alive,airbag,none,0,f,25,1999,1996,nodeploy,pass,0,0,49:148:2
24-Oct,270.797,alive,airbag,none,0,m,25,1999,1990,nodeploy,driver,0,1,49:179:2
24-Oct,83.132,alive,none,none,1,m,25,1999,1987,unavail,driver,0,1,72:21:01
55+,208.619,alive,airbag,belted,1,f,25,1999,1995,deploy,driver,1,1,72:26:01
24-Oct,351.698,alive,airbag,belted,1,m,25,1999,1998,deploy,driver,1,2,72:91:1
25-39,29.052,alive,airbag,none,1,m,25,1999,1995,deploy,driver,1,2,73:99:1
55+,21.966,alive,none,belted,1,m,25,1999,1991,unavail,driver,0,3,74:15:01
24-Oct,18.331,alive,none,none,0,m,25,1999,1991,unavail,pass,0,1,74:16:01
25-39,18.331,alive,airbag,belted,1,m,25,1999,1995,nodeploy,driver,0,3,74:19:01
25-39,20.512,alive,none,belted,1,f,25,1999,1980,unavail,driver,0,3,74:73:2
24-Oct,29.909,alive,none,belted,1,m,25,1999,1991,unavail,driver,0,2,74:77:1
40-54,18.331,alive,none,none,1,m,25,1999,1987,unavail,driver,0,2,74:102:2
24-Oct,2577.186,alive,none,belted,1,m,25,1999,1988,unavail,driver,0,0,74:122:2
24-Oct,318.954,alive,airbag,belted,1,m,25,1999,1999,nodeploy,driver,0,1,75:57:02
24-Oct,80.992,alive,airbag,belted,0,m,25,1999,1999,deploy,driver,1,0,75:59:02
25-39,58.87,alive,airbag,belted,1,m,25,1999,1996,deploy,driver,1,3,75:95:2
24-Oct,77.763,alive,airbag,none,1,m,25,1999,1997,nodeploy,pass,0,5,75:172:3
24-Oct,124.218,alive,none,belted,1,m,25,1999,1988,unavail,driver,0,0,76:59:01
24-Oct,267.066,alive,airbag,belted,0,m,25,1999,1994,nodeploy,driver,0,0,76:134:2
55+,47.539,alive,none,belted,0,m,25,1999,1988,unavail,pass,0,3,78:35:02
24-Oct,52.24,alive,none,none,0,m,25,1999,1987,unavail,driver,0,1,78:41:02
25-39,81.495,alive,none,belted,0,m,25,1999,1985,unavail,driver,0,3,78:48:02
25-39,87.511,alive,none,belted,0,m,25,1999,1970,unavail,pass,0,2,79:65:2
25-39,155.645,alive,airbag,belted,1,m,25,1999,1996,deploy,driver,1,0,79:66:1
24-Oct,55.397,alive,airbag,belted,1,m,25,1999,1994,deploy,driver,1,2,79:95:2
24-Oct,69.189,alive,airbag,belted,1,m,25,1999,1997,deploy,driver,1,1,79:165:1
24-Oct,252.684,alive,airbag,belted,1,f,25,1999,1999,deploy,driver,1,0,79:166:1
24-Oct,272.196,alive,airbag,belted,1,f,25,1999,1995,deploy,driver,1,2,79:178:2
40-54,48.775,alive,airbag,none,1,m,25,1999,1999,deploy,pass,1,1,81:28:01
55+,20.531,alive,airbag,belted,1,m,25,1999,1998,deploy,driver,1,2,81:46:02
24-Oct,982.196,alive,none,belted,1,m,25,1999,1986,unavail,pass,0,0,81:59:01
24-Oct,3768.418,alive,airbag,belted,1,m,25,1999,1996,nodeploy,driver,0,0,81:69:1
24-Oct,17.869,alive,airbag,none,0,f,25,1999,1998,deploy,driver,1,3,81:129:2
25-39,151.965,alive,airbag,belted,0,f,25,1999,1998,nodeploy,driver,0,0,82:51:02
24-Oct,4.491,alive,none,none,1,f,25,1999,1984,unavail,driver,0,3,82:90:1
25-39,4.491,alive,none,none,1,m,25,1999,1985,unavail,pass,0,2,82:93:1
55+,47.542,alive,airbag,belted,1,m,25,2000,1998,deploy,driver,1,3,2:50:02
25-39,367.893,alive,none,belted,1,m,25,2000,1991,unavail,driver,0,1,0.159039352
24-Oct,314.225,alive,airbag,belted,1,m,25,2000,2000,deploy,driver,1,0,0.177094907
24-Oct,51.952,alive,airbag,none,1,m,25,2000,1998,deploy,driver,1,2,0.179872685
25-39,19.216,alive,airbag,none,0,m,25,2000,1999,deploy,pass,1,3,4:24:02
24-Oct,365.33,alive,airbag,belted,1,f,25,2000,1992,deploy,driver,1,0,0.261122685
24-Oct,365.33,alive,none,none,1,m,25,2000,1992,unavail,pass,0,1,0.261122685
24-Oct,16.659,alive,none,none,1,f,25,2000,1988,unavail,driver,0,1,6:22:01
25-39,30.56,alive,airbag,none,1,f,25,2000,2000,deploy,driver,1,3,0.298622685
25-39,555.43,alive,none,none,0,m,25,2000,1997,unavail,pass,0,0,8:01:02
25-39,297.523,alive,none,none,0,f,25,2000,1991,unavail,driver,0,1,8:43:01
25-39,297.523,alive,none,none,0,f,25,2000,1991,unavail,pass,0,0,8:43:01
25-39,116.202,dead,none,none,1,m,25,2000,1991,unavail,driver,0,4,0.381261574
24-Oct,675.962,alive,airbag,belted,0,f,25,2000,1995,nodeploy,pass,0,1,0.430578704
24-Oct,883.822,alive,airbag,belted,1,m,25,2000,2000,deploy,driver,1,0,0.470150463
24-Oct,113.053,alive,airbag,belted,0,f,25,2000,2000,nodeploy,driver,0,3,9:04:02
40-54,35.785,alive,airbag,none,0,f,25,2000,1994,deploy,pass,1,3,9:52:01
40-54,1771.819,alive,airbag,belted,0,m,25,2000,2000,deploy,driver,1,1,0.434050926
40-54,16.133,alive,none,none,1,m,25,2000,1985,unavail,driver,0,3,0.457650463
25-39,106.932,alive,airbag,none,1,m,25,2000,1997,deploy,pass,1,3,11:01:02
55+,54.031,alive,none,belted,0,f,25,2000,1992,unavail,pass,0,1,11:29:03
24-Oct,54.339,dead,airbag,none,1,m,25,2000,2000,deploy,driver,1,4,11:43:01
24-Oct,331.485,alive,airbag,belted,0,f,25,2000,1995,deploy,driver,1,0,0.519456019
25-39,400.925,alive,none,none,1,f,25,2000,1993,unavail,driver,0,2,0.523622685
25-39,268.613,alive,airbag,belted,1,m,25,2000,1995,deploy,driver,1,0,0.552789352
24-Oct,768.71,alive,airbag,belted,1,m,25,2000,1995,deploy,pass,1,0,12:54:01
24-Oct,685.806,alive,none,none,1,m,25,2000,1975,unavail,driver,0,0,0.546550926
25-39,127.616,alive,airbag,belted,1,m,25,2000,1996,deploy,driver,1,2,0.547939815
25-39,212.053,alive,airbag,belted,1,m,25,2000,1996,deploy,driver,1,2,0.551400463
40-54,183.104,alive,airbag,belted,0,f,25,2000,1996,deploy,driver,1,2,0.571539352
24-Oct,167.484,alive,airbag,belted,1,f,25,2000,1995,nodeploy,driver,0,1,0.5840625
25-39,71.797,alive,none,belted,0,m,25,2000,1976,unavail,pass,0,1,0.593773148
25-39,433.984,alive,none,none,1,f,25,2000,1988,unavail,driver,0,1,0.604189815
25-39,29.757,alive,none,belted,1,m,25,2000,1984,unavail,driver,0,3,0.613206019
40-54,29.757,alive,airbag,none,1,m,25,2000,1990,deploy,driver,1,3,0.633356481
40-54,69.535,alive,none,belted,0,m,25,2000,1994,unavail,driver,0,3,0.638206019
55+,29.757,alive,none,belted,0,m,25,2000,1990,unavail,driver,0,1,0.642372685
1-9km/h,2506.052,alive,airbag,belted,0,m,25,2000,2000,nodeploy,driver,0,0,0.650717593
25-39,584.657,alive,none,belted,1,f,25,2000,1991,unavail,driver,0,0,13:22:01
24-Oct,468.072,alive,none,belted,0,m,25,2000,1987,unavail,driver,0,1,0.587511574
25-39,281.683,alive,airbag,belted,1,f,25,2000,1997,deploy,pass,1,1,0.600023148
25-39,555.579,alive,airbag,belted,1,m,25,2000,1997,deploy,driver,1,1,0.613217593
25-39,918.746,alive,none,belted,1,f,25,2000,1988,unavail,pass,0,NA,0.616678241
24-Oct,84.521,alive,airbag,belted,1,f,25,2000,1999,deploy,driver,1,1,0.629178241
24-Oct,595.682,alive,airbag,belted,1,f,25,2000,1995,deploy,driver,1,2,41:22:01
55+,20.028,dead,none,none,1,m,25,2000,2000,unavail,driver,0,4,41:85:1
55+,20.028,alive,none,none,1,m,25,2000,2000,unavail,pass,0,3,41:85:1
24-Oct,27.895,alive,airbag,none,1,f,25,2000,1995,deploy,pass,1,3,41:150:1
24-Oct,2781.463,alive,airbag,belted,1,f,25,2000,1992,deploy,driver,1,1,43:31:01
25-39,38.476,alive,airbag,belted,1,f,25,2000,2000,deploy,driver,1,3,43:38:02
24-Oct,4213.57,alive,airbag,belted,1,m,25,2000,1994,nodeploy,driver,0,0,43:41:01
25-39,180.45,alive,airbag,belted,1,f,25,2000,1996,deploy,driver,1,2,43:47:02
24-Oct,4338.186,alive,airbag,belted,0,f,25,2000,1994,nodeploy,driver,0,1,43:72:1
25-39,564.679,alive,airbag,belted,1,m,25,2000,2000,deploy,driver,1,0,43:94:1
25-39,796.108,alive,none,belted,1,f,25,2000,1984,unavail,driver,0,2,43:105:2
24-Oct,674.457,alive,airbag,belted,1,f,25,2000,1997,deploy,driver,1,1,43:150:2
40-54,46.287,alive,airbag,none,0,m,25,2000,1993,deploy,driver,1,3,45:21:01
25-39,45.231,alive,airbag,belted,1,m,25,2000,1993,nodeploy,driver,0,0,45:91:2
55+,69.032,dead,airbag,none,1,m,25,2000,1998,deploy,driver,1,4,45:113:1
24-Oct,45.231,alive,none,none,1,m,25,2000,1980,unavail,pass,0,2,45:124:1
55+,51.453,dead,none,none,0,f,25,2000,1987,unavail,pass,0,4,45:169:1
25-39,306.715,alive,none,belted,1,m,25,2000,1989,unavail,driver,0,0,48:39:02
24-Oct,1309.82,alive,airbag,belted,1,f,25,2000,2000,nodeploy,pass,0,1,48:104:2
24-Oct,17147.895,alive,none,belted,1,m,25,2000,1997,unavail,driver,0,0,48:130:2
24-Oct,753.512,alive,airbag,belted,1,f,25,2000,2000,nodeploy,driver,0,3,48:154:1
24-Oct,9.785,alive,none,belted,0,f,25,2000,1992,unavail,driver,0,0,49:32:02
24-Oct,9.785,alive,none,none,1,m,25,2000,1991,unavail,driver,0,2,49:102:2
24-Oct,1646.548,alive,airbag,belted,1,m,25,2000,1994,deploy,driver,1,0,49:119:1
24-Oct,10.579,alive,airbag,belted,1,f,25,2000,1997,deploy,driver,1,3,49:122:2
24-Oct,367.843,alive,airbag,belted,1,m,25,2000,1997,nodeploy,driver,0,1,49:131:2
24-Oct,11.869,alive,airbag,belted,0,m,25,2000,1995,nodeploy,driver,0,0,49:135:1
25-39,11.75,alive,airbag,belted,1,f,25,2000,1994,deploy,driver,1,2,49:147:2
24-Oct,1279.585,alive,none,belted,1,m,25,2000,1982,unavail,driver,0,0,49:153:1
24-Oct,432.248,alive,airbag,belted,0,f,25,2000,1993,nodeploy,driver,0,0,49:158:1
25-39,580.758,alive,airbag,belted,0,f,25,2000,1999,deploy,driver,1,0,49:170:1
24-Oct,1395.524,alive,airbag,belted,1,m,25,2000,1994,deploy,driver,1,0,49:171:1
24-Oct,231.656,alive,airbag,none,1,m,25,2000,1999,deploy,driver,1,1,49:203:2
40-54,9.785,alive,none,belted,0,m,25,2000,1986,unavail,driver,0,1,49:213:2
25-39,9.785,alive,airbag,none,0,f,25,2000,1993,nodeploy,driver,0,3,49:233:1
24-Oct,908.414,alive,none,belted,1,m,25,2000,1991,unavail,pass,0,1,49:268:2
24-Oct,755.625,alive,airbag,belted,1,m,25,2000,1996,deploy,driver,1,1,49:275:2
24-Oct,428.416,alive,none,belted,1,f,25,2000,1991,unavail,pass,0,0,49:279:2
25-39,537.435,alive,airbag,none,1,m,25,2000,1999,deploy,driver,1,3,72:125:1
40-54,42.469,alive,none,none,1,m,25,2000,1990,unavail,driver,0,3,73:39:01
24-Oct,774.645,alive,airbag,belted,1,f,25,2000,1998,deploy,driver,1,0,73:70:1
25-39,381.959,alive,none,belted,0,m,25,2000,1987,unavail,driver,0,1,73:78:1
24-Oct,2126.132,alive,none,belted,1,f,25,2000,1994,unavail,driver,0,1,73:155:2
24-Oct,15.048,alive,airbag,none,1,f,25,2000,1999,deploy,pass,1,3,73:173:2
24-Oct,23.081,alive,airbag,belted,1,m,25,2000,1996,deploy,pass,1,3,73:183:1
40-54,23.081,alive,none,none,1,m,25,2000,1990,unavail,driver,0,3,73:201:1
25-39,21.361,alive,none,none,1,m,25,2000,1979,unavail,pass,0,3,74:01:01
25-39,957.624,alive,airbag,belted,0,m,25,2000,1994,nodeploy,driver,0,0,74:36:01
25-39,957.624,alive,airbag,belted,0,f,25,2000,1994,nodeploy,pass,0,0,74:36:01
25-39,10.831,alive,airbag,none,0,m,25,2000,1998,deploy,driver,1,3,74:37:02
25-39,9.829,alive,none,none,0,f,25,2000,1984,unavail,driver,0,3,74:95:2
25-39,9.829,alive,none,belted,0,m,25,2000,1984,unavail,pass,0,3,74:95:2
25-39,144.432,alive,airbag,belted,1,f,25,2000,1997,deploy,driver,1,1,74:109:2
24-Oct,47.963,alive,airbag,belted,1,m,25,2000,1994,deploy,driver,1,0,74:158:2
24-Oct,10.831,alive,airbag,belted,0,f,25,2000,2000,deploy,driver,1,3,74:175:1
24-Oct,52.779,alive,airbag,belted,1,m,25,2000,1999,nodeploy,pass,0,NA,75:02:02
24-Oct,413.81,alive,none,belted,1,m,25,2000,1991,unavail,pass,0,3,75:90:1
24-Oct,221.667,alive,none,belted,0,m,25,2000,1986,unavail,pass,0,0,76:22:01
40-54,520.436,alive,airbag,belted,0,m,25,2000,1994,nodeploy,driver,0,0,76:54:02
24-Oct,1097.306,alive,none,belted,0,f,25,2000,1989,unavail,pass,0,0,76:78:2
24-Oct,332.501,alive,airbag,none,1,f,25,2000,1999,deploy,driver,1,1,76:92:1
24-Oct,183.666,alive,none,none,1,f,25,2000,1990,unavail,driver,0,3,76:120:1
1-9km/h,76.244,alive,airbag,none,0,f,25,2000,1995,nodeploy,driver,0,3,78:90:1
25-39,13.674,alive,airbag,belted,0,f,25,2000,2000,nodeploy,driver,0,0,79:46:01
24-Oct,4.701,alive,none,none,1,m,25,2000,1987,unavail,driver,0,3,79:61:1
24-Oct,22.471,alive,airbag,belted,1,m,25,2000,1996,deploy,driver,1,0,81:11:03
25-39,1039.651,alive,airbag,belted,1,f,25,2000,1997,deploy,driver,1,1,81:48:02
40-54,22.165,alive,none,belted,1,f,25,2000,1990,unavail,driver,0,2,81:93:2
24-Oct,11.083,alive,airbag,belted,0,m,25,2000,2000,nodeploy,driver,0,1,81:142:3
24-Oct,143.098,alive,airbag,belted,1,m,25,2000,1997,deploy,pass,1,0,82:85:2
25-39,339.433,alive,none,none,1,m,25,2000,1987,unavail,pass,0,0,82:89:1
24-Oct,35.891,alive,airbag,none,0,f,25,2000,1998,nodeploy,driver,0,1,82:97:1
24-Oct,361.268,alive,none,belted,0,f,25,2000,1987,unavail,driver,0,1,82:127:2
24-Oct,79.778,alive,none,none,1,m,25,2000,1989,unavail,driver,0,0,82:140:2
40-54,82.594,alive,none,belted,1,m,25,2001,1988,unavail,pass,0,1,2:22:02
24-Oct,108.487,alive,none,none,1,m,25,2001,1987,unavail,driver,0,3,2:54:01
24-Oct,271.764,alive,airbag,belted,0,f,25,2001,1995,deploy,driver,1,1,2:58:01
40-54,71.308,alive,none,belted,0,f,25,2001,1995,unavail,driver,0,3,0.213912037
55+,385.513,alive,airbag,belted,1,m,25,2001,1998,deploy,driver,1,2,0.308344907
24-Oct,102.766,alive,airbag,none,1,m,25,2001,1999,deploy,driver,1,0,6:58:01
25-39,47.522,alive,none,none,0,m,25,2001,1992,unavail,driver,0,0,0.307662037
24-Oct,1069.265,alive,airbag,belted,1,f,25,2001,1999,nodeploy,driver,0,0,8:16:02
24-Oct,724.246,alive,none,belted,0,f,25,2001,1994,unavail,driver,0,0,0.375023148
24-Oct,445.816,alive,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,0,0.380590278
25-39,294.956,alive,airbag,none,1,f,25,2001,2001,deploy,driver,1,3,0.41806713
25-39,142.879,alive,none,none,1,m,25,2001,1991,unavail,driver,0,3,0.428483796
40-54,58.89,alive,none,none,1,m,25,2001,1986,unavail,driver,0,3,0.429189815
24-Oct,386,alive,airbag,belted,1,f,25,2001,1996,deploy,driver,1,5,0.439594907
25-39,59.872,alive,airbag,belted,0,m,25,2001,2000,nodeploy,pass,0,3,9:57:01
24-Oct,363.964,alive,none,belted,1,f,25,2001,1989,unavail,pass,0,2,0.417372685
25-39,65.574,alive,airbag,none,1,m,25,2001,2001,deploy,driver,1,3,0.43056713
24-Oct,67.988,alive,airbag,belted,0,f,25,2001,1999,nodeploy,driver,0,3,0.439594907
1-9km/h,670.69,alive,airbag,belted,0,m,25,2001,1989,nodeploy,driver,0,0,0.443761574
24-Oct,66.462,alive,airbag,belted,1,m,25,2001,1995,deploy,driver,1,0,0.46462963
25-39,129.829,alive,airbag,belted,1,m,25,2001,1994,nodeploy,driver,0,3,0.468761574
24-Oct,806.603,alive,airbag,belted,1,f,25,2001,1997,deploy,driver,1,2,0.504872685
24-Oct,118.592,alive,airbag,belted,0,f,25,2001,1999,nodeploy,driver,0,0,0.513912037
24-Oct,118.592,alive,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,1,0.513912037
24-Oct,41.23,alive,none,belted,1,f,25,2001,1984,unavail,driver,0,3,0.531261574
24-Oct,978.693,alive,airbag,belted,1,m,25,2001,2000,deploy,driver,1,1,0.547233796
24-Oct,253.591,alive,airbag,belted,1,m,25,2001,1999,nodeploy,pass,0,0,0.573622685
25-39,555.698,alive,airbag,belted,0,f,25,2001,1991,nodeploy,pass,0,1,0.57431713
40-54,41.23,dead,none,belted,0,m,25,2001,1993,unavail,driver,0,3,0.602106481
40-54,33.915,alive,none,none,1,m,25,2001,1981,unavail,driver,0,3,0.59931713
24-Oct,353.246,alive,airbag,belted,0,m,25,2001,2000,nodeploy,driver,0,0,0.608356481
25-39,90.128,alive,airbag,belted,1,f,25,2001,1995,deploy,driver,1,2,0.631261574
25-39,285.545,alive,airbag,belted,1,m,25,2001,1998,deploy,driver,1,0,0.642384259
40-54,96.427,alive,none,belted,0,m,25,2001,1991,unavail,driver,0,3,0.681956019
24-Oct,680.003,alive,airbag,none,0,f,25,2001,1994,nodeploy,pass,0,2,41:41:02
25-39,19.133,alive,airbag,belted,1,m,25,2001,2000,deploy,driver,1,3,41:108:2
24-Oct,516.373,alive,airbag,belted,1,f,25,2001,1999,deploy,driver,1,0,43:12:02
24-Oct,3030.721,alive,airbag,belted,0,m,25,2001,1995,nodeploy,driver,0,0,43:51:01
24-Oct,2861.465,alive,none,belted,1,m,25,2001,1989,unavail,pass,0,0,43:85:1
24-Oct,1419.67,alive,airbag,belted,1,m,25,2001,1999,deploy,driver,1,0,43:112:1
24-Oct,2855.11,alive,none,belted,1,m,25,2001,1990,unavail,pass,0,0,43:122:1
24-Oct,3138.121,alive,none,belted,1,m,25,2001,1989,unavail,driver,0,0,43:137:1
24-Oct,609.222,alive,airbag,belted,1,m,25,2001,1998,deploy,driver,1,0,43:146:2
24-Oct,810.941,alive,airbag,belted,0,m,25,2001,1995,deploy,driver,1,2,43:167:2
24-Oct,1016.426,alive,none,none,1,m,25,2001,1989,unavail,pass,0,2,45:55:01
24-Oct,54.303,alive,none,none,0,f,25,2001,1989,unavail,pass,0,3,45:62:1
24-Oct,43.666,alive,airbag,none,1,f,25,2001,1998,nodeploy,driver,0,3,45:94:2
40-54,69.191,alive,airbag,none,0,m,25,2001,1995,deploy,driver,1,3,45:137:1
40-54,54.303,alive,airbag,none,1,m,25,2001,1993,deploy,driver,1,3,45:151:1
55+,54.303,alive,none,none,1,m,25,2001,1988,unavail,driver,0,3,45:151:2
55+,230.133,alive,none,belted,1,m,25,2001,1992,unavail,driver,0,3,48:12:02
25-39,216.38,alive,none,belted,1,f,25,2001,1990,unavail,driver,0,3,48:54:02
25-39,2728.675,alive,none,none,1,m,25,2001,1984,unavail,driver,0,3,48:101:1
25-39,704.237,alive,airbag,belted,1,m,25,2001,1995,deploy,driver,1,0,48:163:2
25-39,359.76,alive,none,belted,1,f,25,2001,1988,unavail,driver,0,1,48:188:2
24-Oct,89.875,alive,airbag,none,1,f,25,2001,1999,deploy,driver,1,1,49:08:01
25-39,10.761,alive,airbag,none,0,f,25,2001,2000,nodeploy,pass,0,3,49:25:02
25-39,661.685,alive,airbag,belted,0,m,25,2001,1995,nodeploy,driver,0,0,49:41:02
25-39,3630.692,alive,airbag,none,1,m,25,2001,1997,deploy,driver,1,0,49:46:02
24-Oct,459.858,alive,airbag,none,1,f,25,2001,1999,nodeploy,pass,0,1,49:71:2
25-39,11.965,alive,airbag,belted,1,f,25,2001,1998,deploy,driver,1,3,49:98:1
24-Oct,898.622,alive,airbag,belted,1,m,25,2001,1998,deploy,driver,1,1,49:130:1
24-Oct,81.9,alive,airbag,belted,0,m,25,2001,2000,nodeploy,driver,0,2,49:134:2
1-9km/h,45.874,alive,none,belted,1,m,25,2001,1988,unavail,driver,0,1,49:157:1
24-Oct,24.135,alive,none,belted,1,f,25,2001,1992,unavail,driver,0,1,49:229:2
25-39,101.834,alive,none,belted,0,m,25,2001,1989,unavail,driver,0,2,72:01:02
24-Oct,9.239,alive,airbag,belted,0,m,25,2001,1992,nodeploy,driver,0,3,72:52:02
25-39,9.239,alive,none,belted,1,m,25,2001,1993,unavail,driver,0,3,72:113:2
1-9km/h,159.727,alive,airbag,belted,1,f,25,2001,2000,nodeploy,driver,0,0,72:150:2
25-39,48.403,alive,airbag,belted,1,m,25,2001,1998,deploy,driver,1,0,73:37:02
25-39,16.471,alive,airbag,belted,0,f,25,2001,1999,deploy,driver,1,3,73:55:02
24-Oct,216.391,alive,airbag,belted,0,f,25,2001,1999,nodeploy,driver,0,2,73:60:2
24-Oct,67.54,alive,none,belted,0,f,25,2001,1985,unavail,driver,0,1,73:82:3
25-39,25.708,alive,airbag,belted,1,f,25,2001,1994,nodeploy,driver,0,0,73:102:2
24-Oct,148.889,alive,airbag,none,0,m,25,2001,1993,nodeploy,driver,0,0,73:106:1
25-39,30.308,alive,airbag,belted,0,m,25,2001,1998,deploy,driver,1,0,73:121:1
24-Oct,213.963,alive,none,belted,1,m,25,2001,1985,unavail,driver,0,1,73:130:2
55+,54.299,dead,airbag,none,1,f,25,2001,2000,deploy,driver,1,4,73:178:1
25-39,10.778,alive,airbag,none,0,m,25,2001,1999,nodeploy,driver,0,3,74:53:02
24-Oct,200.742,alive,none,belted,1,m,25,2001,1994,unavail,driver,0,1,74:69:2
24-Oct,9.285,alive,none,belted,0,f,25,2001,1987,unavail,pass,0,3,74:142:2
25-39,18.983,alive,none,belted,1,m,25,2001,1991,unavail,driver,0,2,74:149:1
24-Oct,2229.055,alive,airbag,belted,1,m,25,2001,1998,nodeploy,driver,0,0,75:103:2
24-Oct,1677.314,alive,none,belted,1,m,25,2001,1989,unavail,pass,0,0,76:01:01
25-39,855.475,alive,airbag,belted,1,f,25,2001,1999,nodeploy,pass,0,0,76:08:01
24-Oct,171.489,alive,none,belted,1,m,25,2001,1988,unavail,pass,0,0,76:55:01
24-Oct,45.575,alive,airbag,belted,0,m,25,2001,1995,nodeploy,driver,0,3,78:74:2
55+,104.977,alive,none,none,0,f,25,2001,1986,unavail,driver,0,3,78:137:1
25-39,9.468,alive,airbag,belted,0,f,25,2001,1997,nodeploy,driver,0,3,79:15:01
25-39,573.366,alive,none,belted,1,f,25,2001,1982,unavail,driver,0,NA,79:32:01
25-39,40.172,alive,airbag,belted,0,f,25,2001,1999,nodeploy,driver,0,1,79:75:2
24-Oct,9.748,alive,none,none,0,m,25,2001,1983,unavail,pass,0,1,79:99:2
25-39,884.649,alive,airbag,belted,1,m,25,2001,1994,deploy,driver,1,0,81:72:1
24-Oct,884.649,alive,none,none,1,m,25,2001,1989,unavail,driver,0,0,81:73:1
24-Oct,1479.117,alive,airbag,belted,1,m,25,2001,1999,deploy,driver,1,0,81:85:2
25-39,50.025,alive,airbag,belted,1,f,25,2001,1997,deploy,driver,1,3,81:86:2
25-39,8.351,alive,none,belted,1,f,25,2001,1990,unavail,driver,0,1,82:01:02
25-39,10.031,alive,none,belted,1,m,25,2001,1985,unavail,pass,0,3,82:07:02
40-54,16.326,alive,airbag,belted,1,m,25,2001,2001,deploy,driver,1,3,82:12:01
25-39,178.172,alive,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,0,82:75:2
25-39,82.522,alive,airbag,belted,1,m,25,2002,1998,deploy,pass,1,1,2:37:02
55+,36.791,alive,none,belted,1,f,25,2002,1988,unavail,driver,0,2,2:47:01
24-Oct,44.252,alive,airbag,belted,1,f,25,2002,1997,nodeploy,driver,0,3,0.125011574
25-39,34.988,alive,airbag,none,1,m,25,2002,1997,deploy,driver,1,3,0.159050926
24-Oct,1294.613,alive,airbag,belted,1,m,25,2002,1994,nodeploy,driver,0,0,0.16181713
24-Oct,192.807,alive,airbag,belted,0,m,25,2002,1996,nodeploy,driver,0,1,3:36:02
1-9km/h,122.413,alive,airbag,none,1,m,25,2002,1999,nodeploy,driver,0,1,3:45:02
24-Oct,3418.242,alive,none,none,0,m,25,2002,1990,unavail,driver,0,0,4:41:01
24-Oct,568.234,alive,airbag,belted,1,m,25,2002,1995,deploy,driver,1,1,5:20:02
24-Oct,419.668,alive,airbag,belted,0,m,25,2002,2000,nodeploy,driver,0,0,5:23:02
24-Oct,12.038,alive,none,none,1,f,25,2002,1991,unavail,pass,0,5,6:28:01
24-Oct,48.749,alive,airbag,none,1,m,25,2002,2000,deploy,driver,1,0,0.336122685
